role_id,name,actor,actor_id
role_82a73543,Casper,Les Lannom,nm0486985
role_5b46005f,Poole,Peter Coyote,nm0001075
role_7cc9fe30,Bowden,Alan Autry,nm0042641
role_015502fd,Trapper,Brion James,nm0001397
role_090c9732,Sally Miles,Julie Andrews,nm0000267
role_80fcf722,Tim Culley,William Holden,nm0000034
role_6b225440,Mavis,Marisa Berenson,nm0001943
role_4697c635,Dick Benson,Larry Hagman,nm0001306
role_14d1b66c,Herb Maskowitz,Robert Loggia,nm0005162
role_dd1c12d7,Gary Murdock,Stuart Margolin,nm0546765
role_2fe7a2a7,Felix Farmer,Richard Mulligan,nm0612321
role_4279661e,Dr. Irving Finegarten,Robert Preston,nm0696481
role_12c30b92,Willard,Craig Stevens,nm0301887
role_24062d35,Polly Reed,Loretta Swit,nm0842794
role_14fef32d,Gillian Laroux,Jane Perry,nm0675110
role_3882e6dd,Alex Grant,Nigel Barber,nm0053443
role_7b479749,Jessica Johnson,Noeleen Comiskey,nm3582727
role_bafbc780,Jessica 2.0,Noeleen Comiskey,nm3582727
role_ac1ca2f5,Dr. Kuresh,Ezra Faroque Khan,nm1542545
role_78d69cef,Jessica 2.0,Kosha Engler,nm1017942
role_ad445efb,Mickey Locross,Stuart Ashton,nm1452724
role_f250a9e5,Soldier 2.0,Alexander Clay,nm3103544
role_e3c119bf,Mary Laroux,Louisa Hollway,nm7668234
role_b2b522cf,Jim Marcell,Wes Nike,nm3624545
role_3ea95d81,Ricky Hawthorne,Fred Astaire,nm0000001
role_de7ffa68,John Jaffrey,Melvyn Douglas,nm0002048
role_44f9962f,Edward Wanderley,Douglas Fairbanks Jr.,nm0001195
role_5092e2e8,Sears James,John Houseman,nm0002144
role_de84bf0d,Don,Craig Wasson,nm0913738
role_b11566b9,David,Craig Wasson,nm0913738
role_3e646a57,Stella,Patricia Neal,nm0623658
role_ce639ed2,Alma,Alice Krige,nm0000481
role_60799d28,Eva,Alice Krige,nm0000481
role_2b521647,Milly,Jacqueline Brookes,nm0111795
role_f00e8f81,Tom Hanniger,Jensen Ackles,nm0010075
role_286c8b93,Sarah Palmer,Jaime King,nm0454809
role_356dc347,Axel Palmer,Kerr Smith,nm0005445
role_4f4f6d85,Irene,Betsy Rue,nm2175732
role_42f85068,Deputy Martin,Edi Gathegi,nm1346230
role_132aa45f,Burke,Tom Atkins,nm0040662
role_ab130d0d,Ben Foley,Kevin Tighe,nm0001798
role_b29d9cad,Megan,Megan Boone,nm1443644
role_37477961,Deputy Ferris,Karen Baum,nm2182505
role_285a42d9,Rosa,Joy de la Paz,nm3193079
role_3a979675,Amy Harper,Elizabeth Berridge,nm0000931
role_a68c6eba,Joey Harper,Shawn Carson,nm0141323
role_95c7c754,Mrs. Harper,Jeanne Austin,nm0042415
role_8ead8576,Mr. Harper,Jack McDermott,nm0567524
role_f32a0956,Buzz Dawson,Cooper Huckabee,nm0399590
role_c5691c94,Liz Duncan,Largo Woodruff,nm0940462
role_e9aaded1,Richie Atterbury,Miles Chapin,nm0152187
role_7467eaec,Geek,David Carson,nm0141213
role_e1f31563,Bag Lady,Sonia Zomina,nm0957784
role_24f39c49,Truck Driver,Ralph Morino,nm0605630
role_b4a32cbc,Hank,Frederic Forrest,nm0002078
role_9cf985f6,Frannie,Teri Garr,nm0000414
role_32afa343,Ray,Raul Julia,nm0000471
role_884a4494,Leila,Nastassja Kinski,nm0000176
role_39209d33,Maggie,Lainie Kazan,nm0443577
role_614aa2d9,Moe,Harry Dean Stanton,nm0001765
role_423e3f3c,Restaurant Owner,Allen Garfield,nm0307255
role_612c63d8,Airline Ticket Agent,Jeff Hamlin,nm0358272
role_65388cbc,Couple in Elevator,Italia Coppola,nm0178889
role_f53bed45,Couple in Elevator,Carmine Coppola,nm0178874
role_a359f22b,Sarah and Anna,Meryl Streep,nm0000658
role_cc92cc3d,Charles and Mike,Jeremy Irons,nm0000460
role_4bae67b5,Sam,Hilton McRae,nm0574436
role_61d7f08b,Mary,Emily Morgan,nm0604640
role_0f7c180c,Mrs. Tranter,Charlotte Mitchell,nm0593209
role_7d31a298,Ernestina,Lynsey Baxter,nm0062785
role_04c6ed20,Cook,Jean Faulds,nm0269029
role_4345fd03,Mr. Freeman,Peter Vaughan,nm0891092
role_0164707d,Vicar,Colin Jeavons,nm0420010
role_4e333f90,Mrs. Fairley,Liz Smith,nm0809131
role_63f4e15b,Kermit the Frog,Jim Henson,nm0001345
role_b7df6646,Rowlf,Jim Henson,nm0001345
role_1511f084,Dr. Teeth,Jim Henson,nm0001345
role_c845b71e,Swedish Chef,Jim Henson,nm0001345
role_891d9b99,Waldorf,Jim Henson,nm0001345
role_bafc55be,The Muppet Newsman,Jim Henson,nm0001345
role_4fa9bada,Zeke,Jim Henson,nm0001345
role_dac47f3b,Man having Snapshot in Restaurant,Jim Henson,nm0001345
role_e9abd608,Miss Piggy,Frank Oz,nm0000568
role_f7fdc7a4,Fozzie Bear,Frank Oz,nm0000568
role_ab4c4976,Des Spellacy,Robert De Niro,nm0000134
role_58545b3b,Det. Sgt. Tom Spellacy,Robert Duvall,nm0000380
role_79cd182b,Jack Amsterdam,Charles Durning,nm0001164
role_72da4685,Det. Frank Crotty,Kenneth McMillan,nm0573299
role_5cb505db,Dan T. Campion,Ed Flanders,nm0281130
role_b78d5f5a,Cardinal Danaher,Cyril Cusack,nm0159258
role_e897ab1a,Msgr. Seamus Fargo,Burgess Meredith,nm0580565
role_fb9758be,Brenda Samuels,Rose Gregorio,nm0339717
role_986239ad,Howard Terkel,Dan Hedaya,nm0000445
role_809288cd,Mrs. Fazenda,Gwen Van Dam,nm0885934
role_b19084e9,Dr. Larry Roberts,Albert Finney,nm0001215
role_80ac9717,John Reston,James Coburn,nm0000336
role_c0e556e7,Cindy Fairmont,Susan Dey,nm0001138
role_1e6916e9,Jennifer Long,Leigh Taylor-Young,nm0853375
role_91dbc2db,Lieutenant Masters,Dorian Harewood,nm0002126
role_9732e81d,Moustache Man,Tim Rossovich,nm0744523
role_988b946a,Dr. Jim Belfield,Darryl Hickman,nm0382718
role_3a9b8cc7,Tina Cassidy,Kathryn Witt,nm0936874
role_5f43f837,Lisa Convey,Terri Welles,nm0919957
role_803290e6,Senator Robert Harrison,Michael Hawkins,nm0370186
role_6cd42b89,Deke DaSilva,Sylvester Stallone,nm0000230
role_8a4e4ebe,Matthew Fox,Billy Dee Williams,nm0001850
role_bcf7f4fc,Irene,Lindsay Wagner,nm0905993
role_c13c9dd1,Shakka,Persis Khambatta,nm0001422
role_4876d12b,Peter Hartman,Nigel Davenport,nm0202638
role_45bcacba,Wulfgar,Rutger Hauer,nm0000442
role_1066252f,Pam,Hilarie Thompson,nm0860208
role_ef00d185,Lt. Munafo,Joe Spinell,nm0818874
role_084e0700,Commissioner,Walter Mathews,nm0558732
role_51f2cbdd,Sergeant,E. Brian Dean,nm0212759
role_d78f2c64,Chong,Tommy Chong,nm0001045
role_fea13aaa,Cheech,Cheech Marin,nm0001507
role_6133ddcb,"Mrs. Del Whacko, Owner Casa Del Whacko",Benita Barrie,nm0057365
role_575be2fd,Girl Nut,Sandra Bernhard,nm0000928
role_ae9bbf27,Male Nurse #2,Big Yank,nm0081698
role_5b00e78c,Nut #7,Don Carlson,nm0137901
role_5021165a,Nut #8,David Castle,nm0145259
role_594731bb,Male Nurse #1,Jerry Chambers,nm0150353
role_810576aa,Dishwater,Jennifer Child,nm0157460
role_ecf12f40,Blondie Group #5,Jennifer Child,nm0157460
role_26beffa2,Sharky,Burt Reynolds,nm0000608
role_2a87ce78,Victor,Vittorio Gassman,nm0002094
role_42e2cbb6,Papa,Brian Keith,nm0001417
role_3f9ff6e1,Friscoe,Charles Durning,nm0001164
role_9d8139bc,Hotchkins,Earl Holliman,nm0391096
role_4457baea,Arch,Bernie Casey,nm0143378
role_e45d84a7,Billy Score,Henry Silva,nm0798328
role_936757cb,Nosh,Richard Libertini,nm0508844
role_e65f7045,Smiley,Darryl Hickman,nm0382718
role_fe1c8783,Dominoe,Rachel Ward,nm0001829
role_71ff388a,Mac Radner,Seth Rogen,nm0736622
role_53e71ce5,Kelly Radner,Rose Byrne,nm0126284
role_4f3f944c,Stella,Elise Vargas,nm5746224
role_07398cbd,Stella,Zoey Vargas,nm5746225
role_c256e492,Bill Wazowkowski,Brian Huskey,nm1111656
role_ad392b2a,Jimmy,Ike Barinholtz,nm0054697
role_8d6580ee,Paula,Carla Gallo,nm0303013
role_c6f2a625,Teddy Sanders,Zac Efron,nm1374980
role_3cf21d70,Pete,Dave Franco,nm11860668
role_669c6232,Brooke,Halston Sage,nm4296013
role_7fad417a,Debbie Vickers,Nell Schofield,nm0774537
role_5f7932ff,Sue Knight,Jad Capelja,nm0135035
role_10080cbd,Garry,Jeffrey Rhoe,nm0722564
role_31735222,Danny,Tony Hughes,nm0400976
role_fdfdf2db,Tracy,Sandy Paul,nm0666986
role_e187983b,Cheryl,Leander Brett,nm0107959
role_2faca280,Bruce,Jay Hackett,nm0352462
role_f1f9d97e,Strach,Ned Lander,nm0484593
role_5979e4f5,Vicki,Joanne Olsen,nm0647686
role_1431e09c,Kim,Julie Medana,nm0575398
role_46c79cc1,Faber,Donald Sutherland,nm0000661
role_48507b7f,Lieutenant,Stephen MacKenna,nm0533249
role_8fa045b6,Billy Parkin,Philip Martin Brown,nm0114441
role_e560cd49,Lucy Rose,Kate Nelligan,nm0625075
role_7717756f,David Rose,Christopher Cazenove,nm0147392
role_5a4996f4,Lucy's Father,George Belbin,nm0067620
role_a44c3aab,Lucy's Mother,Faith Brook,nm0111623
role_7eb51f83,David's Mother,Barbara Graley,nm0334479
role_670bdf27,Constable,George Lee,nm0497304
role_adde6d31,Peterson,Arthur Lovegrove,nm0522467
role_d2261f40,Dewey Wilson,Albert Finney,nm0001215
role_059c5da7,Rebecca Neff,Diane Venora,nm0893204
role_706e5e69,Eddie Holt,Edward James Olmos,nm0001579
role_4096b322,Whittington,Gregory Hines,nm0002138
role_0f26ca92,Ferguson,Tom Noonan,nm0006888
role_1b40e479,Warren,Dick O'Neill,nm0642143
role_4db0b737,Old Indian,Dehl Berti,nm0078046
role_190621d5,Ross,Peter Michael Goetz,nm0324533
role_1db59a76,Mayor,Sam Gray,nm0336935
role_7efcee3e,Commissioner,Ralph Bell,nm0068466
role_92efd859,Toby,Kristen Riter,nm0728779
role_70d46e2c,Hardy,Matthew Goldsby,nm0325999
role_13f13d8e,The Breather,Richard Brando,act_fc50242f
role_070b6547,Mr. Dumpkin,Joe Flood,nm0282551
role_88f0c1e8,Principal Peters,Joe Talarowski,nm0847824
role_0a093761,Miss Mumsley,Mimi Weddell,nm0917114
role_1c3023bf,Dr. Sigmund,Carl Jacobs,nm0414351
role_57c83f5b,Ms. Van Dyke,Peggy Cooper,nm0178296
role_fdd865d0,Nurse Krud,Janice E. O'Malley,nm0641734
role_5c7f45dd,Scott,Kevin Mannis,nm0543432
role_2ba0c46f,Detective Daniel Ciello,Treat Williams,nm0001852
role_54e0be55,Detective Gus Levy,Jerry Orbach,nm0001583
role_4cc77352,Detective Joe Marinaro,Richard Foronjy,nm0286561
role_14cbbf92,Detective Bill Mayo,Don Billett,nm0082400
role_0cf110d0,Dom Bando,Kenny Marino,nm1222818
role_616b2e72,Detective Gino Mascone,Carmine Caridi,nm0137142
role_64b76ce9,Detective Raf Alvarez,Tony Page,nm0656367
role_34b8e59e,Assistant U.S. Atty. Rick Cappalino,Norman Parker,nm0006559
role_3cc245cd,Assistant U.S. Atty. Brooks Paige,Paul Roebling,nm0736259
role_ee0f24e7,Santimassino,Bob Balaban,nm0000837
role_e5fd3b9c,Zhang,Chang Chen,nm0151654
role_63a19d10,Master Jin,Feng Tien,nm0284608
role_d4fa8fab,Hua's Servant - Ying,Chun-Luk Chan,nm1741757
role_bde7fd79,Hua's Lover - Zhao,Jianjun Zhou,nm10700079
role_dc885c3f,Tailor,Wing Tong Sheung,nm1742464
role_8ff4ccc8,Tailor,Kim Tak Wong,nm1745524
role_7e331f02,Tailor,Siu Man Ting,nm1745488
role_2940213d,Tailor,Lai Fu Yim,nm1742636
role_75194bf1,Tailor,Cheng You Shin,nm1742465
role_e3a40cb1,Tailor,Wing-Kong Siu,nm1745463
role_ae22c9d4,Ernie Souchak,John Belushi,nm0000004
role_11e608b9,Nell Porter,Blair Brown,nm0001974
role_894ea6a8,Howard McDermott,Allen Garfield,nm0307255
role_82ed045e,Sylvia,Carlin Glynn,nm0323344
role_e037b0b7,Max Bernbaum,Tony Ganios,nm0304393
role_446a952d,Yablonowitz,Val Avery,nm0043088
role_d28dfeba,Deke Lewis,Liam Russell,nm0751290
role_7aeb29d3,Fiddle,Everett Smith,nm0808192
role_f096826e,Train Conductor,Bill Henderson,nm0376347
role_213a3d4f,Hellinger,Bruce Jarchow,nm0418589
role_3d3ad336,Jules,Frédéric Andréi,nm0029268
role_590d9855,Simon Weinstadt,Roland Bertin,nm0078109
role_1591b26c,Serge Gorodish,Richard Bohringer,nm0092184
role_9a5a9d5d,L' Antillais,Gérard Darmon,nm0201462
role_f8a9ff4b,Nadia Kalanski,Chantal Deruaz,nm0220650
role_2d3383f7,Commissaire Jean Saporta,Jacques Fabbri,nm0264429
role_bcde62e7,Zatopek,Patrick Floersheim,nm0282505
role_eb56dd0a,Alba,An Luu,nm0527625
role_259566e3,Krantz,Jean-Jacques Moreau,nm0603398
role_c8a33222,Le curé,Dominique Pinon,nm0684500
role_c19cb096,Eddie Brock,Tom Hardy,nm0362766
role_4241180c,Venom,Tom Hardy,nm0362766
role_a412dc10,Anne Weying,Michelle Williams,nm0931329
role_a54811c3,Carlton Drake,Riz Ahmed,nm1981893
role_904d9254,Riot,Riz Ahmed,nm1981893
role_e20c0da1,Security Chief Roland Treece,Scott Haze,nm2020278
role_cbef6e73,Dr. Dan Lewis,Reid Scott,nm1169428
role_e937d590,Dr. Dora Skirth,Jenny Slate,nm2809577
role_e4c4c687,Homeless Woman Maria,Melora Walters,nm0001828
role_7dc8c04e,Cletus Kasady,Woody Harrelson,nm0000437
role_744d56a6,Murphy,Paul Newman,nm0000056
role_a516c73d,Connolly,Edward Asner,nm0000799
role_0fe19e52,Corelli,Ken Wahl,nm0906261
role_b622235e,Morgan,Danny Aiello,nm0000732
role_72819328,Isabella,Rachel Ticotin,nm0001797
role_676787c3,Charlotte,Pam Grier,nm0000427
role_f53e4dae,Theresa,Kathleen Beller,nm0000898
role_3da61418,Jumper,Tito Goya,nm0333026
role_2eaa364f,Detective,Tito Goya,nm0333026
role_59b2e939,Hernando,Miguel Pinero,nm0684102
role_868ef1d6,Jane Harris,Lauren Tewes,nm0856708
role_ee3c94b1,Tracy Harris,Jennifer Jason Leigh,nm0000492
role_a0df2113,Stanley Herbert,John DiSanti,nm0228277
role_f379a612,David,Peter DuPre,nm0243397
role_dfc0eded,Debbie,Gwen Lewis,nm0507244
role_b64482da,Annette,Kitty Lunn,nm0526755
role_bd058fb1,Jeff,Timothy Hawkins,nm0370235
role_9197d3b6,Roger England,Ted Richert,nm0724925
role_2183dfea,Mona,Toni Crabtree,nm0185619
role_cf87ae18,Dr. Bob,Robert Small,nm0806427
role_5d034745,Don Diego Vega,George Hamilton,nm0001313
role_c4040aa1,Bunny Wigglesworth,George Hamilton,nm0001313
role_6481a02f,Charlotte Taylor Wilson,Lauren Hutton,nm0001381
role_8e3842d8,Florinda,Brenda Vaccaro,nm0882853
role_83b01d04,Esteban,Ron Leibman,nm0500038
role_897a8003,Paco,Donovan Scott,nm0779073
role_7e41e140,Velasquez,James Booth,nm0095718
role_21b4b7ec,Consuelo,Helen Burns,nm0122689
role_6c6b6fdc,Garcia,Clive Revill,nm0720890
role_4a93d276,Dolores,Carolyn Seymour,nm0786809
role_bbf3b2ff,Bruce Thorpe,Chevy Chase,nm0000331
role_c9be43fc,Annie Clark,Carrie Fisher,nm0000402
role_a2e740d9,The Duchess,Eve Arden,nm0000781
role_e4b6ae50,The Duke,Joseph Maher,nm0536850
role_0d786eaa,The Assassin,Robert Donner,nm0232817
role_93b6be44,Otto Kriegling,Billy Barty,nm0000863
role_5ad6f75d,Nakomuri,Mako,nm0538683
role_bf5df0e2,Rollo Sweet,Cork Hubbert,nm0399155
role_a590de90,Tiny,Pat McCormick,nm0566588
role_1fe2a3a3,Henry Hudson,Adam Arkin,nm0035060
role_667432ad,Walter Whitney,George Segal,nm0001719
role_0063c3b9,Vivian Whitney,Susan Saint James,nm0756634
role_e6cf66fa,Nelson Longhurst,Jack Warden,nm0912001
role_585de7de,Victor Bard,Dick Martin,nm0552189
role_24381d39,Roger Porter,Denzel Washington,nm0000243
role_4f89e793,Bob Garvey,Paul Winfield,nm0934902
role_da399615,Tubby Wederholt,Macon McCalman,nm0564782
role_5191da1d,Mary Ann,Vicky Dawson,nm0206290
role_9d676a57,Dr. Bristol,Parley Baer,nm0046373
role_bd0d527b,Wardlow,Vernon Weddle,nm0917136
role_c612b499,Pat Kramer,Lily Tomlin,nm0005499
role_b17cd123,Judith Beasley,Lily Tomlin,nm0005499
role_b5f39b3d,Edith Ann,Lily Tomlin,nm0005499
role_6dba844a,Ernestine,Lily Tomlin,nm0005499
role_bc2f8633,Vance Kramer,Charles Grodin,nm0001301
role_30c638c0,Dan Beame,Ned Beatty,nm0000885
role_28c3d308,Dr. Eugene Nortz,Henry Gibson,nm0002099
role_a8991e89,Dr. Ruth Ruth,Elizabeth Wilson,nm0933361
role_7671ec2b,Rob,Mark Blankfield,nm0087578
role_f6d3be9e,Concepcion,Maria Smith,nm0809220
role_d2062da6,Amanda Child,Kristy McNichol,nm0001531
role_04f1b8e0,Travis Child,Dennis Quaid,nm0000598
role_a242f693,Conrad,Mark Hamill,nm0000434
role_195a9fba,Melody,Sunny Johnson,nm0426286
role_621ec4d7,Seth Ames,Don Stroud,nm0835144
role_2a61eafe,Andy,Arlen Dean Snyder,nm0811405
role_01d27caa,Wimbish,Barry Corbin,nm0179224
role_44cdc7ae,Boogie Woogie,Lulu McNichol,nm0574004
role_034cfdb1,Luther,Royce Clark,nm0164455
role_3a717843,L.C.,Elijah Perry,nm0750739
role_3c4a238c,Jean Horton,Maggie Smith,nm0001749
role_ef4c11ee,Reggie Paget,Tom Courtenay,nm0183822
role_f69f3526,Wilf Bond,Billy Connolly,nm0175262
role_6335700a,Cissy Robson,Pauline Collins,nm0172604
role_2c84123e,Cedric Livingstone,Michael Gambon,nm0002091
role_98cbca06,Dr. Lucy Cogan,Sheridan Smith,nm0809956
role_79935a4a,Bobby Swanson,Andrew Sachs,nm0755132
role_1d7decdc,Anne Langley,Gwyneth Jones,nm0428186
role_e3e349c1,George,Trevor Peacock,nm0668807
role_f4147fad,Harry,David Ryall,nm0752379
role_62d0d7b4,Coach George Michaels,Christopher George,nm0313387
role_c1d97ac0,Anne Ramstead,Patch Mackenzie,nm0533378
role_78f9b95f,Kevin,E. Danny Murphy,nm0614228
role_19e96a20,Blondie,E.J. Peaker,nm0668855
role_9d8a6f40,Guglione,Michael Pataki,nm0329029
role_1e84fc18,Roberts,Richard Balin,nm0050250
role_84779610,Halliday,Carmen Argenziano,nm0034492
role_de6c462c,Elaine Ramstead,Beverly Dixon,nm0228765
role_160fbf3d,MacGregor,Virgil Frye,nm0296901
role_6103dfe2,Ronald Corliss,Hal Bokar,nm0092564
role_5985ac69,Max Fielder,Chevy Chase,nm0000331
role_3d904728,Darcy,Patti D'Arbanville,nm0001091
role_54a35f18,Mark Winslow,Dabney Coleman,nm0001056
role_c1cb55e0,Lorraine,Mary Kay Place,nm0005316
role_81f36535,Dorita,Nell Carter,nm0141846
role_cd1157f5,Brian Stills,Brian Doyle-Murray,nm0236519
role_171953ca,Barry,Mitch Kreindel,nm0470656
role_72cf5f8a,Mobile Supervisor,Arthur Sellers,nm0783334
role_5693c9ea,Pete,Sandy Helberg,nm0374864
role_a66a3980,Controller #1,Neil Thompson,nm0860541
role_34184948,Arthur Parker,Steve Martin,nm0000188
role_ecee7431,Eileen,Bernadette Peters,nm0001613
role_23fc7b8e,Joan Parker,Jessica Harper,nm0363888
role_3258482e,The Accordion Man,Vernel Bagneris,nm0046770
role_eff88d91,Mr. Warner,John McMartin,nm0533979
role_f382f09c,The Detective,John Karlen,nm0439482
role_fd245df1,The Banker,Jay Garner,nm0307717
role_33e3d92a,Al,Robert Fitch,nm0280023
role_dc01185a,Ed,Tommy Rall,nm0707720
role_f4693271,The Blind Girl,Eliska Krupka,nm0472786
role_0b9a2cdb,Tony,Ron Thompson,nm0860658
role_d89d0cc6,Pete,Ron Thompson,nm0860658
role_6e96ce70,Frankie,Mews Small,nm0806500
role_c7c1d113,Louie,Jerry Holland,nm0390723
role_015b93f9,Bella,Lisa Jane Persky,nm0675484
role_13e8504e,Zalmie,Jeffrey Lippa,nm0513578
role_0be3c9d1,Eva Tanguay,Roz Kelly,nm0446840
role_f0ec47c2,Crisco,Frank DeKova,nm0215308
role_19c67b6c,Benny,Rick Singer,nm0802029
role_f32c514c,Hannele,Elsa Raven,nm0712341
role_af8e913b,The Lone Ranger,Klinton Spilsbury,nm0445719
role_f8c43620,John Reid,Klinton Spilsbury,nm0445719
role_ed8bbcc8,Tonto,Michael Horse,nm0395398
role_802bed7e,Cavendish,Christopher Lloyd,nm0000502
role_c8446e86,Sheriff Wiatt,Matt Clark,nm0164273
role_ff7399d7,Amy Striker,Juanin Clay,nm0165536
role_d1aecb55,President Grant,Jason Robards,nm0001673
role_88f69c50,Dan Reid,John Bennett Perry,nm0675134
role_64b8f8fa,Ranger Collins,David Hayward,nm0371730
role_67453c12,Lucas Striker,John Hart,nm0366359
role_479db396,Erica Baron,Lesley-Anne Down,nm0001153
role_307b8cfa,Akmed Khazzan,Frank Langella,nm0001449
role_df7eba5f,Yvon Mageot,Maurice Ronet,nm0740067
role_52ccdde1,Abdu-Hamdi,John Gielgud,nm0000024
role_46f603c4,Khalifa,Vic Tablian,nm0846004
role_a49d5dc7,Muhammed,Martin Benson,nm0072578
role_0ce082e6,Stephanos Markoulis,John Rhys-Davies,nm0722636
role_5493e00c,Gamal,Nadim Sawalha,nm0768022
role_b1f242a0,Tewfik,Tutte Lemkow,nm0501384
role_b26df8fa,Selim,Saeed Jaffrey,nm0006762
role_b12173eb,Teddy,Kevin Hart,nm0366389
role_e7383326,Carrie,Tiffany Haddish,nm1840504
role_0eea1fbf,Mackenzie,Rob Riggle,nm1443527
role_4898d85a,Jaylen,Romany Malco,nm0539082
role_d687c834,Stewart,Taran Killam,nm0453115
role_d7f2ae7b,Lisa,Megalyn Echikunwoke,nm0248461
role_5aaf9cb8,Luis,Al Madrigal,nm1371339
role_9f40251c,Theresa,Mary Lynn Rajskub,nm0707476
role_67a73e69,Gerald,Keith David,nm0202966
role_fbbeccde,Mila,Anne Winters,nm3453476
role_95ffed6b,Sean Kane,Chuck Norris,nm0001569
role_b07a31f6,Morgan Canfield,Christopher Lee,nm0000489
role_d0587f08,Capt. Stevens,Richard Roundtree,nm0745780
role_f9d5abda,Tom McCoy,Matt Clark,nm0164273
role_7939ec7d,James Chan,Mako,nm0538683
role_fd3f8aa5,Heather Sullivan,Maggie Cooper,nm0178232
role_9c21f9c5,Linda Chan,Rosalind Chao,nm0001034
role_c24c0e43,The Professor,Professor Toru Tanaka,nm0849048
role_0a3ca677,Nicky LaBelle,Stuart Pankin,nm0659573
role_573a517f,Dave Pierce,Terry Kiser,nm0435218
role_c5d04758,Henry Reyna,Daniel Valdez,nm0883639
role_7cc30d19,El Pachuco,Edward James Olmos,nm0001579
role_b711369d,George Shearer,Charles Aidman,nm0014493
role_b4b26419,Alice Bloomfield,Tyne Daly,nm0002033
role_4526bcbb,Judge F.W. Charles,John Anderson,nm0026930
role_99e5bb88,Enrique,Abel Franco,nm0290496
role_53146839,Joey,Mike Gomez,nm0327059
role_f3a79066,Jose Torres,Mike Gomez,nm0327059
role_c1afe0b4,Lupe,Alma Martinez,nm0554976
role_79edc95a,Press,Francis X. McCarthy,nm0565133
role_a94a8b82,Liz Hamilton,Jacqueline Bisset,nm0000302
role_a383e30f,Merry Noel Blake,Candice Bergen,nm0000298
role_62a5489c,Doug Blake,David Selby,nm0782978
role_32ce424a,Chris Adams,Hart Bochner,nm0000952
role_2bb147ea,Jules Levi,Steven Hill,nm0384696
role_8147ea44,Debby - Age 18,Meg Ryan,nm0000212
role_b68f2605,The Boy - Jim,Matt Lattanzi,nm0490402
role_7e93420f,Ginger Trinidad,Daniel Faraldo,nm0267066
role_ecdeb02b,Debby - Age 8,Nicole Eggert,nm0001176
role_a0b43af1,Martin Fornam,Joe Maross,nm0549557
role_c32efa92,Victor Clooney,Jack Lemmon,nm0000493
role_eeed4693,Trabucco,Walter Matthau,nm0000527
role_dc8018ab,Celia Clooney,Paula Prentiss,nm0696038
role_3b61ee9b,Dr. Hugo Zuckerbrot,Klaus Kinski,nm0001428
role_e5b50059,Capt. Hubris,Dana Elcar,nm0253020
role_8d8f540b,Eddie the Bellhop,Miles Chapin,nm0152187
role_51218fa9,Assistant Manager,Michael Ensign,nm0258117
role_8ae2fedc,Receptionist,Joan Shawlee,nm0790064
role_004a40b6,Rudy 'Disco' Gambola,Fil Formicola,nm0286426
role_edfd0fc4,Kowalski,C.J. Hunt,nm0402368
role_498c588e,Joe Braxton,Richard Pryor,nm0001640
role_01feb0fc,Vivian Perry,Cicely Tyson,nm0001807
role_08cc9955,Julio,Angel Ramirez Jr.,nm0709337
role_1cb338a6,Harold,Jimmy Hughes,nm0400691
role_9d1605be,Ernesto,Edwin DeLeon,nm0216736
role_3f22079c,Anthony,Edwin Kinter,nm0455929
role_faed780d,Linda,Tami Luchow,nm0524536
role_c8cb3c24,Annie,Janet Wong,nm0939131
role_8ed1d061,Martin,Alphonso Alexander,nm0018245
role_b568a070,Samantha,Kia Cooper,nm0178195
role_935bbe8c,Robert Cole,Albert Brooks,nm0000983
role_f6d908a5,Mary Harvard,Kathryn Harrold,nm0002130
role_1383e0da,Waitress,Tyann Means,nm0575187
role_5bb92ad7,Jay,Bruno Kirby,nm0456124
role_1cb3ce91,Ellen,Jane Hallaren,nm0356284
role_61626b86,Neighbor,Karen Chandler,nm0151413
role_d5d5c974,Health Food Salesman,Dennis Kort,nm0466728
role_7d8854e7,Sporting Goods Salesman,Bob Einstein,nm0251872
role_77e19dc5,Bank Receptionist,Virginia Feingold,nm0270727
role_7b83d63b,Mother,Thelma Leeds,nm0077157
role_1a35d2d6,Val,Andy Kaufman,nm0001412
role_30ada844,Aqua,Bernadette Peters,nm0001613
role_6c515927,Charlie,Randy Quaid,nm0001642
role_11c08952,Max,Kenneth McMillan,nm0573299
role_fce9d4bf,Susan,Melanie Mayron,nm0563039
role_21476d1d,Calvin,Christopher Guest,nm0001302
role_23833779,Factory Boss,Richard B. Shull,nm0795711
role_2faedbee,Factory Watchman,Dick Miller,nm0588241
role_20a3c7fe,Helicopter Pilot,Kathleen Freeman,nm0293466
role_7a4c43df,Party House Owner,Mary Woronov,nm0001862
role_7c7f8b44,Harley Altmeyer,Alex Pettyfer,nm1641117
role_64762c2a,Callie Mercer,Jennifer Morrison,nm0607184
role_550ab39f,Amber Altmeyer,Nicola Peltz Beckham,nm2443758
role_df1b08d3,Misty Altmeyer,Chiara Aurelia,nm5988570
role_d193f6a5,Jody Altmeyer,Hala Finley,nm6442629
role_3c43e33a,Betty Parks,June Carryl,nm0518547
role_530c0166,Chief Mansour,Robert Patrick,nm0001598
role_73c9c59a,Bonnie Altmeyer,Juliette Lewis,nm0000496
role_d55ed437,Uncle Mike,Robert Longstreet,nm0519486
role_a337d11b,Rick,Jeff Pope,nm0691131
role_9aec8fba,Frank Macklin,Robert Hays,nm0001332
role_69582814,J.M. Halstead,Barbara Hershey,nm0001347
