company_id,name
com_d617da6b,Australian Film Finance Corporation (AFFC)
com_7aea1269,Automatik Entertainment
com_b3764873,Autonomous Films
com_57342831,Available Light Productions
com_207087d1,Avenging Venture
com_e8756434,Avenue Pictures
com_8b1f0c7c,Avery Pix
com_50a16cfb,Avi Arad & Associates
com_78a691f0,Avi Arad Productions
com_f50601dd,Aviron Pictures
com_28633688,Avnet/Kerner Productions
com_b3359242,Avrora Media
com_844d4f55,Award Entertainment
com_886e6c35,Awesomeness Films
com_7e2e101d,Azoff Entertainment
com_751d82fc,B Story
com_4391c2c8,B.A. Produktion
com_43ab6b19,B.O.M. Film Productions Co.
com_be75e0fd,B24
com_63accb6e,BBC Films
com_374ecd1c,BBC Scotland
com_45c60973,BBE
com_09826a45,BBL Motion Picture Studios
com_dd88c292,BCDF Pictures
com_26e3d191,BET Films
com_be6e5159,BET Pictures
com_83037498,BFI Film Fund
com_727dd9bf,BIM Distribuzione
com_1e370597,"BKM, kulturelle Filmförderung des Bundes"
com_7aaaee36,BMG Independents
com_7a2657c2,BN Films
com_bc6e62e1,BR Petrobrás
com_405f6beb,BRON Studios
com_19948ac5,BZ Entertainment
com_fc012dce,Babieka
com_b6d03999,Baby Cow Productions
com_abc8bbbf,Baby Way Productions
com_74778912,Babylon
com_4e2719d6,Bac Films
com_133f8793,Bachelor Party Productions
com_a136ae7f,Backup Media
com_0e6a4ff4,Bad Bird Productions
com_6af178a4,Bad Cop Bad Cop Film Productions
com_f6259abe,Bad Lt. Productions
com_fccf9cff,Bad Robot
com_c6149166,Bagdasarian Productions
com_0daf6b63,Bake My Cake Films
com_c7478d20,Baker Street
com_8b92c92c,Bakshi Animation
com_cea6c1a4,Bakshi Productions
com_5625a603,Balboa Entertainment
com_99037fcb,Balcor Film Investors
com_19401b72,Baldwin/Cohen Productions
com_b9427b2b,Balkan Productions
com_6dc70936,Ball & Chain Productions
com_020179a8,Balthazar Productions
com_f838872a,Baltic Industrial Finance
com_bcd001f0,Baltimore Pictures
com_7cb2ce74,Bandai Media Department
com_c646f486,Bandai Visual Company
com_b71784ca,Bandeira Entertainment
com_516e97f8,Bank Street Films
com_7505be52,Banner Entertainment
com_42e37698,Barbarian Films
com_37278ff2,Barcelona Films
com_18ac7eee,Barclays Mercantile Industrial Finance
com_3531b473,Barry & Enright Productions
com_6b21ac9e,Barunson E&A
com_252b008e,Basilisk Communications
com_407a9e1c,Bates Entertainment
com_0f13bba4,Baughn/Freed Productions
com_d1173cdf,Baumgarten-Prophet Entertainment
com_15bd81b1,Bavaria Film
com_8aeb4d33,Bayerischer Rundfunk (BR)
com_1263ae87,Bayview Films
com_50c7ee74,Bazelevs Production
com_3c5686e9,Bazmark Films
com_ab504b55,Beachside Films
com_30ab89c7,Beacon Communications
com_b0ac6126,Becker Films
com_eb19acd9,Beckner/Gorman Productions
com_c61ede40,Beco Films
com_783d7040,Before The Door Pictures
com_8b38a745,Behaviour Worldwide
com_9c57af6e,Beijing Dengfeng International Culture Communications Company
com_58e03360,Beijing Diqi Yinxiang Entertainment
com_502aeda7,Beijing Enlight Pictures
com_1e530221,Beijing Film Studio
com_2206caca,Beijing New Picture Film
com_084eefd9,Beijing Skywheel Entertainment Co.
com_40ddfac7,Bel Air Entertainment
com_e7dd1775,Belbo Films
com_8d8e1d17,Belladonna Productions
com_d1ac8ee9,Bellanova Films
com_dd21dd85,Bellboy Films Limited
com_683e1194,Bellwether Pictures
com_5eb4df71,Ben-Ami/Leeds Productions
com_d429b313,BenderSpink
com_d36096a1,Bergen
com_408a470e,Bergman Lustig Productions
com_33388039,Berk/Lane Entertainment
com_1e7414e7,Bestboy Pictures
com_85fa1d39,Beverly Detroit
com_a51c69a0,Beyond Films
com_8f00b289,Bhansali Productions
com_85504a0b,BiBi Film
com_8b984698,Big Beach Films
com_4ed0f891,Big Cat Productions
com_ec8fdabe,Big City Pictures
com_f2bec79c,Big Dog Films
com_2662689d,Big Easy Pictures
com_164fabc2,Big Indie Pictures
com_9f5f94e1,Big Red Dog Productions
com_ddcaf18d,Big Screen Entertainment Group
com_ce457d06,Big Screen Productions
com_9cc386e2,Big Talk Productions
com_9954c43a,Bigel / Mailer Films
com_2c53f4bb,Bigelow Productions
com_7b4702cc,Bill Graham Films
com_5a1f5fc5,Bill Kenwright Films
com_b191b5bd,Bioskop Film
com_981e23f2,Black Bear Pictures
com_28113bdc,Black Bicycle Entertainment
com_5458844c,Black Entertainment Television (BET)
com_4881ca7d,Black Label Media
com_5eb67373,Black Rhino Productions
com_a09c3710,Black River Productions
com_99797c68,BlackWhite
com_f91249a4,Blackhawk Productions
com_c60a5cc0,Blake Edwards
com_9e23110b,Blank of the Dead Productions
com_6c279309,Bleecker Street Films
com_40b2b9f7,Bleiberg Entertainment
com_b8de5a1b,Blinding Edge Pictures
com_1bb92be5,Block / Hanson
com_dc58e582,Block 2 Pictures
com_52008f17,Blockbuster Films
com_e57cdfbc,Bloom
com_a4dc100c,Blow Up Pictures
com_857a56fb,Blue Askew
com_225ca73c,Blue Budgie Films Limited
com_73d68919,Blue Haze Entertainment
com_4ec3665b,Blue Rider Pictures
com_1ce9d6bf,Blue Sky Films
com_71eb2b84,Blue Sky Studios
com_316e3edb,Blue Streak Films
com_67ffb970,Blue Train Productions
com_3434629e,Blue Tulip Productions
com_3d7d9e82,Blue Yonder Films
com_aa1b572f,Bluegrass Films
com_474a936a,Blueline Productions
com_5f126ced,Blueprint Pictures
com_5ae64049,Blumhouse Productions
com_3bb2dec6,Blurco
com_1d0c6fb9,Blustarr
com_5df4ac5d,Bob Industries
com_3bbcbe0d,Bob Yari Productions
com_0b268838,Bob-Bea Productions
com_14b11b3c,Boies / Schiller Film Group
com_f52eeac7,Bold Films
com_2a8b37d5,Boll Kino Beteiligungs GmbH & Co. KG
com_73170be1,Bombshell Pictures
com_97b3d82e,Bona Fide Productions
com_38f26e7c,Bona Film Group
com_5f4176cc,Bonded Filmworks
com_dcd154cc,Bones
com_b0b2f870,Boneyard Entertainment
com_22923b26,Boneyard Film Company Inc.
com_2ab70044,Boo Productions
com_fec6977c,Borough Park Productions
com_9d1011c4,Boundscript
com_2dfcd932,Bountiful Film Partners
com_7709d9a0,Bow and Arrow Entertainment
com_ca0c53c7,Brandenberg
com_72f97a50,Brandywine Productions
com_e155bfdf,Brant-Allen
com_91938617,Branti Film Productions
com_f646fb4f,Braun Entertainment Group
com_df4c0243,Braunstein and Hamady Productions
com_038130d3,Braveart Films
com_00980402,Braven Films
com_3dc4ce25,BreakThru Productions
com_958ce4ca,Breathless Associates
com_4f07c61e,Bregman/Baer Productions
com_dba01972,Breton Film Productions
com_e1eca8dc,Bridgit Folman Film Gang
com_02285f1d,Brigand Films
com_8503ae37,Brightlight Pictures
com_05ca96f8,Brillstein-Grey Entertainment
com_2229dfc9,Brio Films
com_87da568a,Britannic
com_c90ebdff,British Broadcasting Corporation (BBC)
com_278b06f7,British Broadcasting Corporation (BBC) Television
com_f6884184,British Columbia Film
com_94ea5930,British Columbia Television
com_84043f20,British Film Institute (BFI)
com_f2fb8ff1,British Screen Finance Ltd.
com_bef54aad,British Screen Productions
com_3fc693c6,Broad Green Pictures
com_42f913f7,Broadway Pictures
com_1bceda19,Broadway Productions
com_5dd8a9ac,Broadway Video
com_d6bed43e,BroadwayHD
com_253febe2,Broken Lizard Industries
com_a7d01ebc,Broken Road Productions
com_2af5fe81,Broken Twig Productions Inc.
com_614752e0,Bronco Productions
com_a0d64c19,Bronze Eye Productions
com_98940eb7,Brooksfilms
com_222f4952,Brothers K Productions
com_df1a2184,Brothers McMullen Productions
com_f42db6c9,Brownstone Entertainment (II)
com_4e338c20,Brownstone Productions (II)
com_353c18a7,Bruin Grip Services
com_6b7900c8,Bryna Productions
com_561fa170,Buckeye Films
com_df6a7c4f,Buckeye Pictures
com_d05281f3,Bud Yorkin Productions
com_ccb8f5f9,Budapest Stúdió Vállalat
com_770342e3,Buena Vista Home Entertainment
com_6c73e443,Buena Vista International
com_85ac38cf,Buena Vista International Film Production (Germany)
com_daaf2ee1,Buena Vista Negative Cutting
com_710a8df6,Bulbul Films
com_b6fbd34e,Bull's Eye Entertainment
com_deca075e,Bullwinkle Studios
com_60406c0a,Bungalow Productions
com_a53010f7,Bunya Productions
com_8ba1c0e3,Burk A Project
com_519b63c0,Burrowes Film Group
com_4428cde8,Butcher's Run Films
com_7a8b278a,Butler Pictures
com_ad0ea35c,Byzantine Productions
com_96f6b09e,Bórd Scannán na hÉireann
com_59b88024,C & C Brown Production
com_c71f67bc,C-2 Pictures
com_7ea4be92,C.A.T. Films
com_d93fc8b0,C.H.U.D. Productions
com_eb8337a9,C.L.G. Films
com_4f269ec8,C.O.R.E. Feature Animation
com_e9ea0b63,CB Films
com_7f39e406,CBS Entertainment Production
com_4819ff1c,CBS Films
com_b0e523e0,CBS Theatrical Films
com_a06682d2,CFS Avala Film
com_1ef64a75,CG Cinéma
com_2718f23a,CIP Filmproduktion GmbH
com_79d77a28,CJ Entertainment
com_b942fd59,CNCAIMC
com_c135e62a,CTB Film Company
com_2c92b58c,CTV
com_68ed3116,Cabal Film
com_e204d0ce,Cable and Wireless Finance
com_a1274812,Cactus Blue Entertainment
com_014fb27a,Café Film
com_0850cdc5,CalMaple
com_0dc50ae0,Caledonia Pictures
com_674587b7,Calendar International Pictures
com_b9a94064,Calendar Productions
com_3db7c53a,Califilm
com_0ae27ff5,Calimari Productions
com_29ec309b,Callahan Filmworks
com_c36daa2d,Callender Company
com_bc585256,Camberwell / Fly Films
com_7c37c812,Cambridge Productions
com_7204ebd9,Camelot Pictures
com_fa800c26,Camp Hill
com_cd32b2c5,Caméra One
com_153dbca0,Caméras Continentales
com_a12d8285,Canadian Broadcasting Corporation (CBC)
com_5d3e2e13,Canadian Film Development Corporation (CFDC)
com_29696c3a,Canadian International Studios VIII
com_e5a548ab,Canal+
com_450142ca,Canal+ Droits Audiovisuels
com_2f1cb5eb,Canal+ España
com_cc113eaf,Canana Films
com_9d9c51ba,Candyman Films
com_56ae2df8,Cannon Entertainment
com_30ba80a2,Cannon Films
com_4db1ac15,Cannon Films Inc.
com_8f6270cd,Cannon Group
com_e4d380d2,Cannon International
com_0b460bff,Cannon Pictures
com_c530a8f3,Cannon Screen Entertainment
com_299c7d44,Cannon and Morley Productions
com_0f16551f,Canon Italia S.r.l.
com_5fc7cc94,Cantaloupe Production
com_421dc16c,Canyon Creek Films
com_3dcc162a,Canyon Media
com_3d8dd6f8,Capcom Entertainment
com_b26dfdc0,Cape of Good Films
com_53f9c9c2,Capella Films
com_88facc00,Capella International
com_c7de07a7,Capital Equipment Leasing
com_e7c90f35,Capitol Films
com_9c611862,Cappa Production
com_0961db32,Capricorn
com_96312903,Captivity Productions
com_b83bf729,Caravan Pictures
com_370e8458,Cargo Entertainment
com_793bf416,Carnival Film & Television
com_5248eda1,Carolco Entertainment
com_4293757c,Carolco International N.V.
com_50991cb6,Carolco Pictures
com_abf0f629,Caroline Productions
com_70bc3d13,Carousel Productions (II)
com_bf2d0195,Carsey-Werner Company
com_4084ea59,Carson Productions
com_289f3257,Carthago Films S.a.r.l.
com_524543d4,Carver Films
com_c1cbb3cd,Cascade Films
com_8ef91967,Casey Silver Productions
com_47f4a9aa,Castelao Producciones
com_f68d0a83,Castle Rock Entertainment
com_870650f6,Casual Friday Productions
com_3eab2b49,Cat In The Mill Studio
com_9838d1e8,Catalyst Global Media
com_f4e39550,Cattle Annie Productions
com_bcc44ae0,Causeway Films
com_86aafc39,Cave 76
com_fc924d99,Caviar
com_b1283fd1,Cecchi Gori Europa N.V.
com_e5cbc457,Cecchi Gori Group Tiger Cinematografica
com_ba88f100,Cecchi Gori Pictures
com_7ce4f779,Celador Films
com_492c9e76,Celandine Films
com_89fa0bc0,Celluloid Dreams
com_45b686ef,Cent Productions Inc.
com_721a156b,Centar Film
com_307a8143,Central Motion Pictures
com_6e7ce0d2,Centre national du cinéma et de l'image animée (CNC)
com_f8329342,Centropolis Film Productions
com_17109777,Centurion
com_53396933,Century Video Corporation
com_314e5023,Chai Productions
com_bd783a0f,Chaiken Films
com_65cc6ce1,Challenge Film Corporation
com_0c746a44,Channel 4 Television Corporation
com_9b01d4b5,Channel Films
com_902139eb,Channel Four Film
com_d2aee9f5,Channel Four Films
com_1f5bcc71,Chaos Productions
com_8df1fe09,Charles Burnett Productions
com_9cd748ab,Charles H. Schneer Productions
com_07e27847,Charlie Mopic
com_25dceba0,Chartoff-Winkler Productions
com_f2ae5eca,Chase Films
com_aece9a04,Chaz Productions
com_4f04a818,Cheap Date
com_4e6c09d0,Cheerleader LLC
com_a2fc01d5,Chernin Entertainment
com_a1c2cf45,Cherry Alley Productions
com_ada1d580,Cherry Sky Films
com_13022041,Chester Films Inc.
com_68924f3f,Chestnut Hill Productions
com_93f50bb8,Chestnut Ridge Productions
com_fb915b2e,Cheyenne Enterprises
com_6f3a22bf,Chickie the Cop
com_4b173538,China Film Co-Production Corporation
com_d894c6bc,China Film Group Corporation (CFGC)
com_72dcd541,Chinese Bookie Pictures
com_dca0da24,Chiodo Brothers Productions
com_35abfe2f,Chockstone Pictures
com_8b10be98,Chongqing Film Group
com_717bb7f4,Chris Lee Productions
com_c9148f9d,Chris Morgan Productions
com_d27f5fa7,Christel Films
com_7c856f5d,Christiano Film Group
com_a5c87ea9,Christopher Columbus Productions
com_4af21fd6,Chroma III Productions
com_63d5216e,Chromewood Productions
com_16885ae1,Chuck Barris Productions
com_82bdf9eb,Chungeorahm Film
com_e7e76aa4,CiBy 2000
com_e5ebf606,Cine Bazar
com_a7e23eaf,Cine Location Services
com_d8fd2a57,Cine Mosaic
com_1d277ad9,Cine Plus
com_5a8e46b3,Cine-Source
com_55272b71,Cine365 Films
com_e5d9be59,CineSon Entertainment
com_033ad6e1,CineWild
com_aa533c85,Cinecom Entertainment Group
com_8682c699,Cinecom Pictures
com_52bf23bd,Cinecorp SAC
com_0a8ec527,Cinehaus
com_6cd3962b,Cinelou Films
com_39f64a7c,Cinema '84
com_521e1fa1,Cinema City Films
com_50ca3538,Cinema Group
com_7f7d6bad,Cinema Group Ventures
com_7a4ed48e,Cinema Libre Studio
com_3154efec,Cinema Line Film Corporation
com_8df3f837,Cinema Service
com_f2191157,Cinema VII
com_07e56a4d,Cinema Vehicle Services
com_d1eae0a1,CinemaNX
com_26f76a30,Cinemabrain
com_93ece7a0,Cinemarque Entertainment
com_f86afa72,Cinematograph AB
com_377d82ca,Cinephile
com_f5a78a74,Cineplex Odeon Films
com_ce38f8b2,Cinepro
com_ba9125d0,Cinequanon
com_b41e0bea,Cinereach
com_0f7062f8,Cinerenta Medienbeteiligungs KG
com_fb314f47,Cinergi Pictures Entertainment
com_d71f2179,Cineritino S.r.L.
com_3b0822f6,Cinesthesia Productions
com_57d7bb6f,Cinetel Films
com_d0b42275,Cineville
com_0616e5fc,Ciné Valse
com_9238e099,Cinéa
com_e358aca5,Cinépix Film Properties (CFP)
com_36c149a6,Circle Films
com_d980b489,Citizen Films
com_cf9a7538,City Films
com_c110da10,Cité-Amérique
com_93a12d1e,Class 5 Films
com_d9fa0cbf,Claudie Ossard Productions
com_ac6a79e7,Claussen & Wöbke Filmproduktion GmbH
com_40c7dbab,Clavius Base
com_ec7eed58,Clear Blue Sky Productions
com_41eeba90,Clear Type
com_ef82a7d9,Cliffjack Motion Pictures
com_1dd62b16,Clinica Estetico
com_ecc64131,Clipsal Films
com_111a41f8,Closest to the Hole Productions
com_a8458d95,Cloud Atlas Productions
com_b7559395,Cloud Eight Films
com_1f169452,Cloud Ten Pictures
com_bbc04b3f,Clubhouse Pictures (II)
com_43bb03d5,Coach Carter
com_89bd1a81,Cobalt Media Group
com_0564f95a,Cocktail Film
com_411876f4,Coco Cartoon
com_8dfc78cb,Code Entertainment
com_30a35566,Code Red
com_a5b5c932,Codeblack Entertainment
com_73c10ca5,Cohen Media Group
com_289ff4b3,Col.Ima.Son
com_2096c71b,Cold Iron Pictures
com_ae3be103,Colgems Productions Ltd.
com_37166e1f,Color Force
com_c59c238d,Columbia Films
com_81d86e58,Columbia Pictures
com_8fe31fbb,Columbia Pictures Film Production Asia
com_29fca3d2,Columbia Pictures Industries
com_34dc0519,Comme des Cinémas
com_03a8b73d,Commies From Mars Corporation
com_7208d8c8,Communicado Productions
com_13c87c34,Compact Yellowbill
com_70f95a38,Compagnie Eric Rohmer (CER)
com_d291f87d,Company Films
com_349ec9da,Company Four
com_0473ca7b,Compañía Iberoamericana de TV
com_4566084e,Compulsion Inc.
com_33d69ca0,Conacite Uno
com_6e2978e3,Concorde Pictures
com_4c5c2a3c,Concorde-New Horizons
com_19211916,Conglomerate Media
com_c6928d62,Connection III Entertainment
com_26f4d6f4,Conquering Unicorn
com_52152653,Consejo Nacional para la Cultura y las Artes (CONACULTA)
com_ce16e6e7,Constantin Film
com_ba255769,Constantin Film International
com_97472485,Constellation
com_880afcd2,Constellation Entertainment
com_cb274a7a,ContentFilm
com_bb7c603a,Continental Motion Pictures
com_64c950aa,Conundrum Entertainment
com_a22c5ae2,Copperheart Entertainment
com_8e2618d9,Coproduction Office
com_dc11869f,Cornelius Productions
com_a388e12c,Corporation Image M & M
com_61cbf356,CorradoMooncoin
com_30ed025a,Corsair Pictures
com_dd7c752c,Corsan
com_78221ee5,Cort/Madden Productions
com_f0986643,Cosmo Films
com_d5d32f8d,Cottonwood Pictures
com_0938c260,Coup d'Etat Films
com_08fbf201,Covert Media
com_a5ff32f1,Cradle Productions Inc.
com_56e5be72,Craven-Maddalena Films
com_fb6348ae,Cre Film
com_c081ab1a,Crescent Drive Pictures
com_c4b47d8b,Crescent Film Enterprises
com_7f013234,Crescent Moon
com_588f4829,Cristaldifilm
com_f024d810,Cross City Sales
com_58bd8ea9,Cross Creek Pictures
com_5c91a0bf,Crossroads Films
