director_id,name
dir_aa93e422,Kaige Chen
dir_9333a625,Kamal Haasan
dir_a76b0447,Kar-Wai Wong
dir_54a516d7,Karan Johar
dir_3a41cf5e,Karel Reisz
dir_0846c41d,Karey Kirkpatrick
dir_77e830da,Karyn Kusama
dir_0ba5cefd,Kasi Lemmons
dir_f5ef4f19,Katherine Brooks
dir_b324e143,Kathryn Bigelow
dir_f15f2fc0,Katsuhiro Ôtomo
dir_1c8ea4c7,Katt Shea
dir_911bd0b6,Kay Cannon
dir_18472ebf,Kay Pollak
dir_4d2e1f8e,Keanu Reeves
dir_854a5587,Keenen Ivory Wayans
dir_5ea37237,Keith Gordon
dir_ae6647ac,Kelly Asbury
dir_d467a938,Kelly Fremon Craig
dir_9f6db80a,Kelly Makin
dir_7ff84423,Kelly Reichardt
dir_8e07d0d4,Ken Annakin
dir_641d5dc7,Ken Cameron
dir_9e70dd4c,Ken Finkleman
dir_9268e787,Ken Hughes
dir_25d1c366,Ken Kwapis
dir_55d01f72,Ken Loach
dir_69b4aaf0,Ken Marino
dir_55d51baf,Ken Russell
dir_dfa2e5f5,Ken Scott
dir_dcd0b08c,Ken Shapiro
dir_52a9331c,Ken Wiederhorn
dir_d7d26e90,Kenji Nagasaki
dir_6345dfaf,Kenneth Branagh
dir_5450060a,Kenneth Johnson
dir_d9aa7281,Kenneth Lonergan
dir_e96daa40,Kenneth Smith
dir_302ba4f1,Kenny Ortega
dir_7a02200d,Kent Alterman
dir_73f9c9e4,Kerry Conran
dir_03eebd81,Kevin Allen
dir_d6c7aea0,Kevin Bray
dir_a67d821e,Kevin Connolly
dir_d3a277cc,Kevin Connor
dir_04fdbb90,Kevin Costner
dir_c51a0d5a,Kevin Donovan
dir_be689719,Kevin Greutert
dir_7fc21601,Kevin Hooks
dir_d6fee8f7,Kevin James Dobson
dir_c80871b2,Kevin Kölsch
dir_1e0cbd42,Kevin Lima
dir_f2e9e9fd,Kevin Macdonald
dir_88b0580c,Kevin Munroe
dir_a0912230,Kevin Phillips
dir_5931b9e6,Kevin Reynolds
dir_97511cfe,Kevin Rodney Sullivan
dir_5cd48eb5,Kevin Shulman
dir_3b6060c6,Kevin Smith
dir_7a985cda,Kevin Spacey
dir_57ec2338,Kevin Tancharoen
dir_6df9cdee,Kevin Tenney
dir_4581a22f,Kevin Williamson
dir_7dbdd392,Kieran Mulroney
dir_587ed7d9,Kieth Merrill
dir_75b214eb,Kim Henkel
dir_a9db980a,Kim Ki-duk
dir_fb9712c3,Kim Nguyen
dir_da341438,Kimberly Peirce
dir_a393a381,Kinka Usher
dir_145cc42b,Kirill Mikhanovsky
dir_dd0f8e9e,Kirk DeMicco
dir_57b4687b,Kirk Jones
dir_8c0b8ca7,Kirk Wong
dir_c582b3b5,Kirsten Sheridan
dir_09dc9d9a,Kiyoshi Kurosawa
dir_66f0e6b5,Klay Hall
dir_ff752662,Kogonada
dir_add5b12e,Kris Isacsson
dir_1d5c9f0d,Kristian Levring
dir_c4ea3cf5,Kristine Peterson
dir_898bb0cc,Kriv Stenders
dir_676a6246,Krzysztof Kieslowski
dir_9ea7254b,Kunihiko Yuyama
dir_526da260,Kurt Wimmer
dir_7e2a8aa4,Kyle Balda
dir_4dc85018,Kyle Newman
dir_0638be11,Kyle Patrick Alvarez
dir_e2a13c81,Károly Makk
dir_e8217ec4,Lake Bell
dir_0fee845f,Lamont Johnson
dir_1139b7bb,Lana Wachowski
dir_9b01981f,Lance Hool
dir_4fb8d83e,Lance Mungia
dir_5a86b570,Lance Young
dir_114ccb98,Lang Elliott
dir_69fa4744,Larry Bishop
dir_61e32aa1,Larry Charles
dir_59100d09,Larry Clark
dir_51deb03c,Larry Cohen
dir_665e22e6,Larry David
dir_ccdbb8e7,Larry Leker
dir_cb5ad178,Larry Peerce
dir_88b62703,Lars Klevberg
dir_01959f76,Lars von Trier
dir_0f3f67ad,Larysa Kondracki
dir_5a0a78a4,Lasse Hallström
dir_2f9ea2fd,Laure de Clermont-Tonnerre
dir_e012dc6c,Laurence Dunmore
dir_7de9f32d,Lawrence Bassoff
dir_9087204a,Lawrence Dane
dir_8b5b5822,Lawrence David Foldes
dir_fcf2740e,Lawrence Guterman
dir_1f6d0d98,Lawrence Kasdan
dir_1ce46aae,Lawrence Sher
dir_3e9505fd,Laxman Utekar
dir_02ae308b,Le-Van Kiet
dir_d9013559,Lee Cronin
dir_6956165a,Lee Daniels
dir_45fc3e50,Lee Grant
dir_e89b3868,Lee Harry
dir_a6e2d530,Lee Kirk
dir_6221f915,Lee Tamahori
dir_b1e1ef33,Lee Toland Krieger
dir_1a26fd44,Lee Unkrich
dir_7a0b5d78,Leigh Janiak
dir_250d111a,Leigh Whannell
dir_c80eedd3,Len Wiseman
dir_7acc5498,Lenny Abrahamson
dir_a6cd9b36,Leon Ichaso
dir_6d3e7928,Leonard Nimoy
dir_d145e8e8,Leos Carax
dir_eea57cd2,Les Mayfield
dir_bdbccb3f,Lesli Linka Glatter
dir_46c0b920,Leslye Headland
dir_324bac34,Levan Gabriadze
dir_9c33339a,Lewis Gilbert
dir_48f9f877,Lewis Teague
dir_c5501c4e,Lexi Alexander
dir_be7dfab7,Liam Lynch
dir_8eb4f331,Liev Schreiber
dir_60066ae2,Lili Fini Zanuck
dir_98f469f5,Linda Feferman
dir_064f973f,Linda Mendoza
dir_af54089c,Lindsay Anderson
dir_87db1dfc,Lionel C. Martin
dir_4fe64a12,Lisa Azuelos
dir_99156b90,Lisa Cholodenko
dir_6e0a4885,Lisa Gottlieb
dir_524fbc15,Lisa Krueger
dir_edc8a56d,Liz Friedlander
dir_2ffee5a6,Lizzie Borden
dir_1c95fdb2,Lloyd Kaufman
dir_f755d796,Lone Scherfig
dir_ac704776,Lorene Scafaria
dir_5052c112,Louis C.K.
dir_b4a69c3d,Louis Leterrier
dir_180477c5,Louis Malle
dir_e94310bf,Louis Morneau
dir_8f03343d,Luc Besson
dir_27bf15b5,Luca Bercovici
dir_b8d23bdd,Luca Guadagnino
dir_3b31635c,Lucia Aniello
dir_6b4080a1,Lucio Castro
dir_c530c4f6,Lucio Fulci
dir_4e19806c,Lucky McKee
dir_2e9e7559,Lucrecia Martel
dir_517c3359,Luigi Cozzi
dir_aac5706a,Luis Llosa
dir_316bd266,Luis Mandoki
dir_de3290c3,Luis Prieto
dir_d6a9f404,Luis Puenzo
dir_2dee20c5,Luis Valdez
dir_5d070044,Lukas Moodysson
dir_6c64a294,Luke Greenfield
dir_658628d2,Luke Scott
dir_51b4064a,Lulu Wang
dir_833c641f,Lyndall Hobbs
dir_dcaf471e,Lynn Shelton
dir_91bd6035,Lynne Littman
dir_1829c5d1,Lynne Ramsay
dir_44f77ab1,Lynne Stopkewich
dir_8de0a0b3,László Nemes
dir_7a1b240d,Léa Pool
dir_f4b305d7,M. Night Shyamalan
dir_5596d886,M.J. Bassett
dir_64e4e864,Mabrouk El Mechri
dir_7dc4e258,Madonna
dir_a8fb752b,Maggie Carey
dir_fabd7582,Majid Majidi
dir_7360699f,Makoto Shinkai
dir_94fc7671,Malcolm D. Lee
dir_844238e1,Malcolm Mowbray
dir_65ca2fc6,Malcolm Venville
dir_0c144f2a,Malgorzata Szumowska
dir_43891fae,Malik Bader
dir_72bf2b3e,Mamoru Hosoda
dir_fd3ff65c,Mamoru Oshii
dir_9542c6bc,Manny Coto
dir_7fa46b7f,Marc Abraham
dir_6b227093,Marc Caro
dir_b327cef2,Marc Forster
dir_0d4be663,Marc Lawrence
dir_2f381e39,Marc Meyers
dir_969e9368,Marc Rocco
dir_2109873b,Marc Schölermann
dir_4ab7b828,Marc Webb
dir_0c5d31cb,Marcel Langenegger
dir_45ee752a,Marcelo Epstein
dir_1935eff2,Marco Bellocchio
dir_be354fee,Marco Brambilla
dir_a5361d0d,Marco Kreuzpaintner
dir_443f6f50,Marco Schnabel
dir_ca5e5046,Marco Tullio Giordana
dir_99e3eb34,Marcos Siega
dir_2273109c,Marcus Brown
dir_fa72c604,Marcus Dunstan
dir_5f59e1ed,Marcus Nispel
dir_afa32365,Marcus Raboy
dir_f715829f,Marek Kanievska
dir_ec921d9a,Maren Ade
dir_f673a145,Maria Maggenti
dir_b297c2eb,Maria Ripoll
dir_04469d28,Marie Kreutzer
dir_800e2862,Marielle Heller
dir_d8c728fd,Mario Van Peebles
dir_f57a721a,Marisa Silver
dir_3f835aa0,Mark A.Z. Dippé
dir_249fd519,Mark Andrews
dir_55d14912,Mark Bramble
dir_49e09600,Mark Brown
dir_4032f7b8,Mark Buntzman
dir_56e9c582,Mark Christopher
dir_c2792fcf,Mark DiSalle
dir_cd74a702,Mark Dindal
dir_14894a5b,Mark Frost
dir_967dfc5b,Mark Goldblatt
dir_3725cc31,Mark Griffiths
dir_219373d8,Mark Helfrich
dir_65a81e90,Mark Herman
dir_91a55614,Mark Herrier
dir_ba5c881b,Mark Illsley
dir_8b139020,Mark Joffe
dir_5639f594,Mark Jones
dir_be6ed56d,Mark L. Lester
dir_bd633b33,Mark Levin
dir_8bbdd17e,Mark Mylod
dir_700da801,Mark Neveldine
dir_0ff735a5,Mark Osborne
dir_a1ceeacd,Mark Palansky
dir_4564b71c,Mark Pavia
dir_fa6cebf3,Mark Pellington
dir_7be136c9,Mark Pirro
dir_ee8fee5e,Mark Piznarski
dir_93b03c5c,Mark Romanek
dir_0c87b3ea,Mark Rosman
dir_babe7f4f,Mark Rydell
dir_27d8f6a1,Mark Steven Johnson
dir_cd244ece,Mark Tarlov
dir_6273323a,Mark Tonderai
dir_c272bf6d,Mark Waters
dir_7904098c,Marleen Gorris
dir_277481ac,Mars Callahan
dir_69c1fdc4,Marshall Brickman
dir_8623ac7c,Marshall Herskovitz
dir_e2ac58d8,Martha Coolidge
dir_d1719770,Martha Fiennes
dir_830aa156,Martin Bell
dir_b58bc488,Martin Brest
dir_38e54ba5,Martin Campbell
dir_2cf62e74,Martin Davidson
dir_6b03dba5,Martin Donovan
dir_420afc9f,Martin Lawrence
dir_3ffd4a3d,Martin McDonagh
dir_a5de5d37,Martin Ritt
dir_10f60739,Martin Scorsese
dir_06c7638a,Martin Sheen
dir_3b882904,Martin Weisz
dir_724eb591,Martin Zandvliet
dir_f7b4ceac,Marty Feldman
dir_e412d35e,Marvin J. Chomsky
dir_fbdecda3,Mary Agnes Donoghue
dir_09a29fa3,Mary Harron
dir_cb3a2060,Mary Lambert
dir_e5733391,Masaaki Yuasa
dir_7e1cee91,Masami Hata
dir_d353f565,Masanori Hata
dir_641eb0f3,Masayuki
dir_fb9324f4,Masayuki Ochiai
dir_8408586e,Massy Tadjedin
dir_7b4a6e79,Mathew Cullen
dir_a8de2841,Mathieu Kassovitz
dir_1814516c,Matt Bettinelli-Olpin
dir_8768279d,Matt Brown
dir_b5ea4683,Matt Reeves
dir_0d342036,Matt Ross
dir_4b22af81,Matt Spicer
dir_f13fb179,Matt Williams
dir_517c7b60,Matteo Garrone
dir_ee9c4602,Matthew Bright
dir_94fca287,Matthew Broderick
dir_26471560,Matthew Chapman
dir_5a7537d3,Matthew Heineman
dir_a720c330,Matthew O'Callaghan
dir_eba74c79,Matthew Robbins
dir_cabd3ff7,Matthew Ryan Hoge
dir_0331bb68,Matthew Vaughn
dir_b1f26181,Matthijs van Heijningen Jr.
dir_198f667f,Matty Rich
dir_6fa2715d,Maurice Phillips
dir_79866135,Maurice Pialat
dir_3db2720d,Max Färberböck
dir_933f4ea0,Max Joseph
dir_a95a379f,Max Nichols
dir_6d4324ec,Max Winkler
dir_9c8cd05e,McG
dir_669df031,Mehdi Charef
dir_5fa4f6cf,Mel Brooks
dir_85a52158,Mel Damski
dir_d80641e1,Mel Gibson
dir_61fd4bb4,Mel Smith
dir_fced5ec0,Melanie Martinez
dir_98919e77,Melanie Mayron
dir_28f781a2,Melvin Frank
dir_f099a941,Menahem Golan
dir_a72e9c5a,Mennan Yapo
dir_b6b49ec3,Mic Rodgers
dir_fb3e56bf,Michael A. Simpson
dir_cc6a1cd9,Michael Almereyda
dir_146709a1,Michael Anderson
dir_993df264,Michael Apted
dir_29f1daee,Michael Austin
dir_8ea6c03f,Michael Bay
dir_3fa9c2d9,Michael Bortman
dir_da967dbb,Michael Carney
dir_11648344,Michael Caton-Jones
dir_a79cd17d,Michael Chapman
dir_a52f145f,Michael Chaves
dir_f40571a5,Michael Cimino
dir_907eed6e,Michael Clancy
dir_1ad11228,Michael Corrente
dir_1d58b4a8,Michael Crichton
dir_5741f76f,Michael Cristofer
dir_ff650994,Michael Cuesta
dir_abe8c194,Michael Davis
dir_65347fae,Michael Dinner
dir_5cda4562,Michael Dougherty
dir_88f119c2,Michael Dowse
dir_a4e32fd0,Michael Engler
dir_ecd6c40d,Michael Fischa
dir_f8f6603d,Michael Goldenberg
dir_d8533db0,Michael Gornick
dir_85cacef5,Michael Gottlieb
dir_48165d11,Michael Gracey
dir_449490fd,Michael Grandage
dir_7c5b1552,Michael Haigney
dir_77931ca4,Michael Haneke
dir_34092eaf,Michael Herz
dir_6c8f3d8a,Michael Hoffman
dir_d56b0d1c,Michael Karbelnikoff
dir_6f04825e,Michael Katleman
dir_c6a01b71,Michael Laughlin
dir_dc203e81,Michael Lehmann
dir_9ded58a9,Michael Lembeck
dir_ecd378d9,Michael Lessac
dir_fc4925f1,Michael Lindsay-Hogg
dir_bb764710,Michael Mak
dir_917b9d05,Michael Mann
dir_50094ce0,Michael Mayer
dir_223fee4f,Michael McCullers
dir_217d4667,Michael Miller
dir_ffb25c83,Michael Moore
dir_3d7d73bc,Michael Noer
dir_13a9e5a7,Michael O. Sajbel
dir_70984f37,Michael Patrick Jann
dir_d1285417,Michael Patrick King
dir_c204f93f,Michael Pearce
dir_f29e92e2,Michael Polish
dir_48bad847,Michael Pressman
dir_10bb6fb7,Michael Radford
dir_5368418b,Michael Ritchie
dir_224334d3,Michael Rymer
dir_bccc7570,Michael Schroeder
dir_cd24f882,Michael Schultz
dir_b01c027c,Michael Showalter
dir_7d8d277a,Michael Spierig
dir_ff2966fd,Michael Steinberg
dir_dcde05b4,Michael Sucsy
dir_098d7723,Michael Tiddes
dir_c6b1e3cb,Michael Tolkin
dir_081e4c1b,Michael Tollin
dir_d90783e4,Michael Tuchner
dir_c2f9bffa,Michael Verhoeven
dir_13684738,Michael Wadleigh
dir_58ddd788,Michael Winner
dir_669f7609,Michael Winterbottom
dir_f163f026,Michaël R. Roskam
dir_65fbbf64,Michel Franco
dir_b7a529e6,Michel Gondry
dir_8cd36c75,Michel Hazanavicius
dir_774b9e99,Michelangelo Antonioni
dir_8213fafb,Michele Soavi
dir_532a2bee,Michelle Manning
dir_a908bebe,Mick Garris
dir_b3630cd6,Mick Jackson
dir_d0420118,Mickey Rose
dir_632d3d87,Miguel Arteta
dir_d1e0298c,Miguel Sapochnik
dir_636df9a0,Mikael Håfström
dir_2475c38f,Mikael Salomon
dir_075204c5,Mike Barker
dir_51025acf,Mike Bigelow
dir_e9e966db,Mike Binder
dir_bfabe741,Mike Cahill
dir_a36a21a1,Mike Figgis
dir_d088b4e0,Mike Flanagan
dir_a002a637,Mike Gabriel
dir_c382873e,Mike Hodges
dir_1c4c8024,Mike Judge
dir_d11512e6,Mike Leigh
dir_4372baff,Mike Marvin
dir_2bd55005,Mike McCoy
dir_2e8c8cff,Mike Mills
dir_e84afb63,Mike Mitchell
dir_8ad8030f,Mike Newell
dir_835309d9,Mike Nichols
dir_df3190cc,Mike Thurmeier
dir_a2c20482,Mike White
dir_5d3cd442,Milcho Manchevski
dir_bb4ebaa5,Milos Forman
dir_31b90599,Mimi Leder
dir_3f95f269,Ming-liang Tsai
dir_6e03e1e9,Mira Nair
dir_0b8988f3,Miranda July
dir_8d7ddab7,Mitch Davis
dir_f563e68d,Mitch Glazer
dir_8cccac49,Mitchell Lichtenstein
dir_63a5d2d6,Monia Chokri
dir_b7fdea04,Mort Nathan
dir_18b0c27d,Morten Tyldum
dir_eb41b158,Moshé Mizrahi
dir_c9eb5689,Moustapha Akkad
dir_eeaf8a8f,Måns Mårlind
dir_2bd9a49c,Nacho G. Velilla
dir_71b5c9bf,Nacho Vigalondo
dir_7654d63b,Nadia Tass
dir_bfae5e4d,Nadine Labaki
dir_213c78ee,Nagisa Ôshima
dir_5f9698ed,Nancy Meckler
dir_e07d5db8,Nancy Meyers
dir_7ea43974,Nancy Savoca
dir_2560e548,Nancy Walker
dir_5fb7bc73,Nanette Burstein
dir_4098d651,Nanni Moretti
dir_ae5bdf83,Nash Edgerton
dir_3f118cdb,Nat Faxon
dir_9846ec48,Nathan Greno
dir_a8a746d3,Neal Brennan
dir_c97f00b2,Neal Israel
dir_51fa391c,Neal Jimenez
dir_4d546a73,Neil Abramson
dir_a9861721,Neil Armfield
dir_4b2b7751,Neil Burger
dir_fb624c75,Neil Jordan
dir_b39cdd78,Neil LaBute
dir_5a18030e,Neil Marshall
dir_7d04127b,Neill Blomkamp
dir_da28c6b6,Nelson McCormick
dir_65d1508c,Nelson Shin
dir_baf4f6a0,Newt Arnold
dir_69e56f30,Niall Johnson
dir_5e27090a,Nicholas Hytner
dir_bd520823,Nicholas Jarecki
dir_4546c7c8,Nicholas Kazan
dir_a745840b,Nicholas Mastandrea
dir_2f29574d,Nicholas McCarthy
dir_6f20d7fd,Nicholas Meyer
dir_e5bcd88b,Nicholas Stoller
dir_36a19d12,Nicholaus Goossen
dir_0c01dcad,Nick Cassavetes
dir_8707aa63,Nick Castle
dir_443bf10d,Nick Gomez
dir_22aab3cf,Nick Guthe
dir_857aa4af,Nick Hurran
dir_2089199d,Nick Love
dir_0e2bff3a,Nick Moore
dir_5b166eff,Nick Park
dir_4e1dafed,Nick Tomnay
dir_04d2d945,Nicolai Fuglsig
dir_58d28d14,Nicolas Cage
dir_290108e6,Nicolas Roeg
dir_66ef29b5,Nicolas Winding Refn
dir_b6ffe9d4,Nicole Conn
dir_923c3789,Nicole Garcia
dir_c5af43c5,Nicole Holofcener
dir_37c06b02,Nicole Kassell
dir_7abb573b,Niels Arden Oplev
dir_ffdd94db,Nigel Cole
dir_7e5b2486,Niki Caro
dir_7715a849,Nikita Mikhalkov
dir_92f5fbde,Nikkhil Advani
dir_9ccfb1d9,Nikolaj Arcel
dir_360c41ab,Nima Nourizadeh
dir_6fae51ff,Nimród Antal
dir_b36f5ac2,Nisha Ganatra
dir_90a2b897,Nishikant Kamat
dir_931239d4,Nitesh Tiwari
dir_f482b3d6,Nkanya Nkwai
dir_6ad62ba8,Noah Baumbach
dir_c0bb5183,Noam Murro
dir_1bd9fd0b,Noble Jones
dir_837c91bd,Noel Black
dir_93eab734,Noel Nosseck
dir_cf6b1905,Noo-ri Park
dir_650bf2c8,Nora Ephron
dir_62b77379,Norman Jewison
dir_5e283268,Norman Mailer
dir_e966e77f,Norman René
dir_dbf637f6,Nuri Bilge Ceylan
dir_36fbad64,Ol Parker
dir_bba6199f,Olatunde Osunsanmi
dir_1b2e650d,Ole Bornedal
dir_7a654d1f,Oliver Hirschbiegel
dir_6e5fc1fe,Oliver Parker
dir_1a7bcc18,Oliver Stone
dir_0d54b1f7,Olivia Wilde
dir_f256bb41,Olivier Assayas
dir_5ddc6161,Olivier Dahan
dir_dc9bccde,Olivier Megaton
dir_776f4d25,Olivier Nakache
dir_34cfb46b,Olly Blackburn
dir_c584ae43,Omar Naim
dir_5b286102,Oren Moverman
dir_f5aa6f3e,Oren Peli
dir_436704da,Otto Bathurst
dir_4dd71c45,Oz Perkins
dir_af970cf8,Oz Scott
dir_5bdee67f,P.J. Hogan
dir_fa2d5eae,Pablo Larraín
dir_d190d0b2,Paco Cabezas
dir_52d87f72,Paddy Breathnach
dir_e0350b74,Paddy Considine
dir_1bcf7e3c,Panos Cosmatos
dir_1f6aa836,Paolo Sorrentino
dir_4db4ac3c,Paolo Taviani
dir_9bff9c04,Paolo Virzì
dir_06a30ef8,Paris Barclay
dir_460ee50c,Park Chan-Wook
dir_a758c10b,Park Hoon-jung
dir_6f656b7c,Pascal Chaumeil
dir_0f7a7a40,Pat Healy
dir_fcc0ce6c,Pat O'Connor
dir_80e0d69f,Pat Proft
dir_e2934f32,Patrice Chéreau
dir_e6658bb7,Patrice Leconte
dir_d3ced45f,Patricia Birch
dir_9c8dd9b3,Patricia Cardoso
dir_1b3bdbcb,Patricia Riggen
dir_dd321b56,Patricia Rozema
dir_14771f1e,Patrick Brice
dir_74ad366b,Patrick Gilmore
dir_d4afc263,Patrick Hasburgh
dir_8507e251,Patrick Hughes
dir_9986d471,Patrick Jamain
dir_9c5b0cda,Patrick Lussier
dir_dfae8601,Patrick Read Johnson
dir_79d2c4b2,Patrick Sheane Duncan
dir_21b050ef,Patrick Tatopoulos
dir_cb1811bd,Patty Jenkins
dir_fa1e7902,Paul Aaron
dir_574450b8,Paul Andrew Williams
dir_0a13a58a,Paul Auster
dir_d388a443,Paul Bartel
dir_e99b4774,Paul Bogart
dir_b436058a,Paul Brickman
dir_777f6607,Paul Cox
dir_bb645243,Paul Dano
dir_22f7bb77,Paul Donovan
dir_171d1584,Paul Downs Colaizzo
dir_2f0041be,Paul Feig
dir_2b0ffa51,Paul Flaherty
dir_a122d509,Paul Golding
dir_219111b9,Paul Greengrass
dir_41b5781d,Paul Grimault
dir_770b57ba,Paul Gross
dir_42de9a78,Paul Haggis
dir_4b1973fd,Paul Hunter
dir_acb839f1,Paul Johansson
dir_91c2c87c,Paul King
dir_986e71c3,Paul Lynch
dir_2678b383,Paul Mazursky
dir_39d999aa,Paul McGuigan
dir_342f22d3,Paul Michael Glaser
dir_78d6a249,Paul Miller
dir_22bf022c,Paul Newman
dir_95ce57fc,Paul Nicholas
dir_fd03ca8d,Paul Schneider
dir_d33cafc5,Paul Schrader
dir_e8f2f0bb,Paul Thomas Anderson
dir_1731c9ad,Paul Tibbitt
dir_45674bba,Paul Verhoeven
dir_1a0fc828,Paul W.S. Anderson
dir_f4c0a18d,Paul Weiland
dir_3b354072,Paul Weitz
dir_fb3af768,Pawel Pawlikowski
dir_2c21ac58,Pedro Almodóvar
dir_9eb45fe2,Pella Kagerman
dir_e3b9c0d1,Pen Densham
dir_d2ba9b4a,Penelope Spheeris
dir_843eb56b,Penny Marshall
dir_d775fe87,Percy Adlon
dir_6ee9a437,Pereko Mosia
dir_525c8433,Pernille Fischer Christensen
dir_ac1c10ab,Perry Andelin Blake
dir_c7c2cec9,Perry Lang
dir_adda5553,Pete Docter
dir_9e16f93e,Pete Travis
dir_80d06607,Peter Atencio
dir_5e90affc,Peter Berg
dir_99e1c2dd,Peter Billingsley
dir_92b83e78,Peter Bogdanovich
dir_698d1a48,Peter Bonerz
dir_c740170f,Peter Cattaneo
dir_e7d7c405,Peter Chelsom
dir_2bc27cf7,Peter Cornwell
dir_eaa8bb62,Peter Del Monte
dir_f2e6f7a1,Peter Duffell
dir_d2c70743,Peter Faiman
dir_96c1c37b,Peter Farrelly
dir_a5659225,Peter Greenaway
dir_3e4488e0,Peter Hall
dir_a34457a6,Peter Hastings
dir_de757ae9,Peter Hedges
dir_40b96642,Peter Hewitt
dir_5fa41a2f,Peter Ho-Sun Chan
dir_fd464a2c,Peter Horton
dir_ed009bf5,Peter Howitt
dir_d5cac47b,Peter Hyams
dir_c83dc0fe,Peter Israelson
dir_bd4019aa,Peter Jackson
dir_30bbc784,Peter Kassovitz
dir_eab9b840,Peter Kosminsky
dir_db94473b,Peter Landesman
dir_e43e2781,Peter Lord
dir_8dad8e5f,Peter MacDonald
dir_901f19d9,Peter Manoogian
dir_79836dc5,Peter Markle
dir_7fa13154,Peter Masterson
dir_ddbc7978,Peter Medak
dir_72ee7231,Peter Mullan
dir_6b2e4448,Peter O'Fallon
dir_581d2a4b,Peter R. Hunt
dir_b69af7a7,Peter Ramsey
dir_b78ab0dc,Peter Sasdy
dir_7cba9614,Peter Segal
dir_af2eae23,Peter Sohn
dir_bb0af512,Peter Sollett
dir_16c1ea55,Peter Strickland
dir_01a78520,Peter Webb
dir_9b653510,Peter Webber
dir_65a48861,Peter Weir
dir_d865202a,Peter Werner
dir_1ae1b23e,Peter Yates
dir_8eb0bc9b,Petru Popescu
dir_26c6598e,Petter Næss
dir_9d0201d7,Peyton Reed
dir_0dd84dec,Phil Alden Robinson
dir_6fe92b6c,Phil Joanou
dir_96a268fe,Phil Johnston
dir_b2496667,Phil Lord
dir_33d00b3b,Phil Morrison
dir_f4ff044e,Phil Nibbelink
dir_7a6d0ffc,Phil Roman
dir_9c389c91,Phil Traill
dir_97d04ba5,Philip G. Atwell
dir_31a2180d,Philip Haas
dir_9b8784c9,Philip Kaufman
dir_107a5794,Philippe Diaz
dir_b9f9f26c,Philippe Falardeau
dir_4f38ad05,Philippe Mora
dir_69dc1ef0,Phillip Borsos
dir_de167516,Phillip Noyce
dir_b595f64a,Phyllida Lloyd
dir_baf5dccd,Pierre Coffin
dir_c21bd3c2,Pierre Morel
dir_4f9be955,Piers Haggard
dir_aae05488,Pitof
dir_7d5704a7,Pixote Hunt
dir_985bab74,Prachya Pinkaew
dir_44acf9fb,Predrag Antonijevic
dir_cc7558ae,Preston A. Whitmore II
dir_97c8f692,Prince
dir_14482c51,Punit Malhotra
dir_6f31bedf,Quentin Dupieux
dir_8f16c898,Quentin Tarantino
dir_47d989a9,R.J. Cutler
dir_5347e44c,RZA
dir_5f2ddfbb,Rachel Talalay
dir_692de4e2,Radha Bharadwaj
dir_a6ee3c08,Radhika Rao
dir_159c47d5,Rafal Zielinski
dir_844e2c93,Raj Kumar Gupta
dir_38d35969,Raja Gosnell
dir_60f86c41,Rajkumar Hirani
dir_66e545ae,Raju Patel
dir_d3460521,Rakesh Roshan
dir_e2212195,Rakeysh Omprakash Mehra
dir_a4d73ab2,Ralph Bakshi
dir_6bfae348,Ralph Fiennes
dir_e905da64,Ralph S. Singleton
dir_87bb3145,Ramaa Mosley
dir_973ae640,Ramin Bahrani
dir_9ac029a6,Ramón Menéndez
dir_d75548c8,Rand Ravich
dir_3fad4844,Randa Haines
dir_385318c2,Randal Kleiser
dir_ba5e0909,Randall Miller
dir_17144836,Randall Wallace
dir_b696a32f,Rawson Marshall Thurber
dir_ed302665,Ray Lawrence
dir_49bfe799,Raymond De Felitta
dir_821d875e,Reb Braddock
dir_8f747110,Rebecca Miller
dir_07a1e20f,Reema Kagti
dir_6f6b6a6d,Reggie Rock Bythewood
dir_e060df5d,Reginald Hudlin
dir_05b63230,Renny Harlin
dir_036bf16e,René Laloux
dir_fc8c8e95,Rian Johnson
dir_d68df064,Ric Roman Waugh
dir_77430d2e,Rich Christiano
dir_8f0be576,Rich Moore
dir_207935e3,Richard Attenborough
dir_8b327b93,Richard Ayoade
dir_825f652d,Richard Baskin
dir_ce70bc31,Richard Benjamin
dir_93777fc2,Richard Brooks
dir_f0c47739,Richard C. Sarafian
dir_f2350f60,Richard Correll
dir_dfd772a7,Richard Curtis
dir_b6d8bb92,Richard Donner
dir_e40cc2bf,Richard Eyre
dir_5e1b14ac,Richard Fleischer
dir_e5784a8b,Richard Franklin
dir_1ebdf8e9,Richard Glatzer
dir_a118944b,Richard Greenberg
dir_314afd22,Richard Grieco
dir_f5538053,Richard J. Lewis
dir_7cbf4552,Richard Kelly
dir_2677eed6,Richard Kwietniowski
dir_e2289d29,Richard LaGravenese
dir_c349578e,Richard Laxton
dir_b8671cbb,Richard Lester
dir_d7da7b06,Richard Linklater
dir_6d5dcf23,Richard Loncraine
dir_e28aabee,Richard Marquand
dir_cd75045b,Richard Michaels
dir_04d9aa09,Richard Pearce
dir_cdb73f8e,Richard Pryor
dir_c4b0966c,Richard Rich
dir_4e894713,Richard Rush
dir_e9c26224,Richard Shepard
dir_013fd83b,Richard Stanley
dir_39813550,Richard T. Heffron
dir_9fdf5e0b,Richard Tuggle
